Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,B ,10,INE232A01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial
LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,Active,XT,10,INE347D01011,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
"Triveni Glass Ltd.,",TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,XT,10,INE094C01011,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,Active,X ,10,INE416N01013,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B ,10,INE435A01028,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2,INE787D01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,Active,B ,1,INE592A01026,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,Active,XT,10,INE906D01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Rollatainters Ltd.,",ROLLT,ROLLATAINERS LTD.,Active,T ,1,INE927A01040,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Active,B ,2,INE630A01024,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X ,10,INE777A01023,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
"Vapi Paper Mills Ltd.,",VAPIPPR,VAPI PAPER MILLS LTD.,Active,XT,10,INE464D01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
"DCM Ltd.,",DCM,DCM LTD.,Active,B ,10,INE498A01018,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
"Gaekwar Mills Ltd.,",ZGAEKWAR,GAEKWAR MILLS LTD.,Active,X ,10,INE837X01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Forbes & Company Ltd,FORBESCO,FORBES & COMPANY LTD.-$,Active,X ,10,INE518A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Active,X ,10,INE950C01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
United Interactive Limited,UNITEDINT,UNITED INTERACTIVE LTD.,Active,X ,10,INE706D01018,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
JAMSHRI REALTY LIMITED,JAMSHRI,Jamshri Realty Ltd-$,Active,X ,1000,INE462D01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Katare Spinning Mills Ltd.,",KATRSPG,KATARE SPINNING MILLS LTD.,Active,X ,10,INE498G01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Kesoram Industries Ltd,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,T ,10,INE087A01019,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,X ,100,INE938C01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,Active,A ,2,INE825A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,Active,B ,2,INE138A01028,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,Active,XT,10,INE909B01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"The Phoenix Mills Ltd.,",PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2,INE211B01039,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B ,5,INE182D01020,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Raja Bahadur International Ltd,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100,INE491N01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Reliance Chemotex Industries Ltd.,",RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,B ,10,INE750D01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"Ruby Mills Ltd.,",RUBYMILLS,RUBY MILLS LTD.,Active,B ,5,INE301D01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Simplex Realty Limited,SIMPLXREA,SIMPLEX REALTY LTD.,Active,X ,10,INE167H01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1,INE665A01038,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Victoria Mills Ltd.,",VICTMILL,VICTORIA MILLS LTD.,Active,X ,100,INE203D01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"S.V. Trading & Agencies Ltd.,",ZSVTRADI,S.V.TRADING & AGENCIES LTD.,Active,XT,10,INE404N01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Active,X ,10,INE406N01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
"Shree Salasar Investment Ltd.,",SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,XT,10,INE315N01017,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Indsoya Limited,INDSOYA,INDSOYA LTD.,Active,XT,5,INE314N01028,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,Active,X ,1,INE945J01027,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
Veer Energy & Infrastructure Limited,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,Active,X ,10,INE255E01030,Power Generation,Equity,Utilities,Power,Power,Power Generation
SW Investments Limited,SW1,SW Investments Ltd,Active,XT,10,INE948K01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,Active,XT,1,INE026L01022,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
K K Fincorp Limited,KKFIN,K K Fincorp Limited,Active,XT,10,INE509J01013,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
"Unijolly Investments Co. Ltd.,",UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,X ,10,INE130N01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,Active,X ,2,INE786K01023,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
"Elcid Investments Ltd.,",ELCIDIN,ELCID INVESTMENTS LTD.,Active,XT,10,INE927X01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Mediaone Global Entertainment Limited,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,Active,XT,10,INE828I01019,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
"Healthy Investments Ltd.,",HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10,INE160N01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
"Shreenath Investments Co. Ltd.,",SHRENTI,SHREENATH INVESTMENTS CO.LTD.,Active,X ,10,INE475V01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
"Banswara Syntex Ltd.,",BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,5,INE629D01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"Modella Woollens Ltd.,",MODWOOL,MODELLA WOOLLENS LTD.,Active,X ,10,INE380D01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
"Modipon Ltd.,",MODIPON,MODIPON LTD.,Active,X ,10,INE170C01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Shri Dinesh Mills Ltd.,",SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,X ,10,INE204C01024,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"SRF Ltd.,",SRF,SRF LTD.,Active,A ,10,INE647A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
"Siyaram Silk Mills Ltd.,",SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2,INE076B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"Swadeshi Polytex Ltd.,",SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,1,INE243N01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"Shree Manufacturing Co. Ltd.,",SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10,INE632A01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Satyam Silk Mills Ltd,ZSATYASL,SATYAM SILK MILLS LTD.,Active,XT,10,INE07MC01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
"Bharat Bijlee Ltd.,",BBL,BHARAT BIJLEE LTD.-$,Active,A ,10,INE464A01028,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
"Elpro International Ltd.,",ELPROINTL,ELPRO INTERNATIONAL LTD.,Active,B ,1,INE579B01039,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
GEE Ltd.,GEE,GEE LTD.,Active,X ,2,INE064H01021,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
"Hind Rectifiers Ltd.,",HIRECT,HIND RECTIFIERS LTD.,Active,T ,2,INE835D01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Indo National Limited,NIPPOBATRY,INDO-NATIONAL LTD.,Active,T ,5,INE567A01028,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
Zensar Technologies Ltd.,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,Active,A ,2,INE520A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
"Jyoti Ltd.,",JYOTI,JYOTI LTD.-$,Active,XT,10,INE511D01012,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
"JSL Industries Ltd.,",JSLINDL,JSL INDUSTRIES LTD.,Active,XT,10,INE581L01018,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
"Kaycee Industries Ltd.,",KAYCEEI,KAYCEE INDUSTRIES LTD.,Active,XT,100,INE813G01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Indokem Ltd,INDOKEM,INDOKEM LTD.,Active,X ,10,INE716F01012,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Panasonic Energy India Co. Ltd.,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,Active,XT,10,INE795A01017,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
Nelco Ltd,NELCO,NELCO LTD.,Active,A ,10,INE045B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
Permanent Magnets Ltd.,PERMAGN,PERMANENT MAGNETS LTD.-$,Active,X ,10,INE418E01018,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
"High Energy Batteries (India) Ltd.,",HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,Active,XT,2,INE783E01023,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
"Standard Batteries Ltd.,",STDBAT,STANDARD BATTERIES LTD.,Active,X ,1,INE502C01039,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
"Universal Cables Ltd.,",UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10,INE279A01012,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
"W.S. Industries (India) Ltd.,",WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,Active,T ,10,INE100D01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Delton Cables Ltd.,",DLTNCBL,DELTON CABLES LTD.,Active,XT,10,INE872E01016,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Lakshmi Electrical Control Systems,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Active,XT,10,INE284C01018,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX,Modulex Construction Technologies Ltd,Active,Z ,10,INE064R01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
DELTA MANUFACTURING LIMITED ,DELTAMAGNT,Delta Manufacturing Ltd,Active,B ,10,INE393A01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
Confidence Finance And Trading Limited,CONFINT,Confidence Finance And Trading Limited,Active,XT,10,INE180M01033,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
RAVINDRA ENERGY LIMITED,RELTD,Ravindra Energy Ltd,Active,X ,10,INE206N01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
"G.D. Trading & Agencies Ltd.,",GDTRAGN,G.D.TRADING & AGENCIES LTD.,Active,P ,10,INE713N01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Empower India Limited,EMPOWER,EMPOWER INDIA LTD.,Active,XT,1,INE507F01023,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Multipurpose Trading & Agencies Ltd,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.,Active,XT,10,INE017P01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Ridhi Synthetics Ltd.,RIDHISYN,RIDHI SYNTHETICS LTD.,Active,XT,10,INE07LK01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Softbpo Global Services Ltd.,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,Active,P ,10,INE459E01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Nyssa Corporation Limited,NYSSACORP,Nyssa Corporation Limited,Active,X ,1,INE812K01027,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC,Flomic Global Logistics Ltd,Active,X ,10,INE952M01019,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
Krishna Ventures Limited,KRISHNA,Krishna Ventures Limited,Active,X ,10,INE537L01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Ganesh Holding Ltd.,",GANHOLD,GANESH HOLDINGS LTD.,Active,XT,10,INE932M01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SJ Corporation Limited,SJCORP,SJ CORPORATION LTD.,Active,XT,1,INE312B01027,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
"Uni-Abex Alloy Products Ltd.,",UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,Active,XT,10,INE361D01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Sarda Energy & Minerals Ltd,SARDAEN,SARDA ENERGY & MINERALS LTD.-$,Active,B ,1,INE385C01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
Bhagwati Autocast Limited,BGWTATO,BHAGWATI AUTOCAST LTD.,Active,X ,10,INE106G01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Bombay Wire Ropes Ltd.,",BOMBWIR,BOMBAY WIRE ROPES LTD.,Active,XT,1,INE089T01023,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Galada Power & Communication Ltd.,GALADA,GALADA POWER & TELECOMMUNICATION LTD.,Active,Z ,10,INE255C01018,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
"Indian Bright Steel Co. Ltd.,",IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,Active,XT,10,INE566M01017,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
"Indian Hume Pipe Co. Ltd.,",INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,B ,2,INE323C01030,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Indian Link Chain Mnfrs. Ltd.,",INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,Active,P ,100,INE359D01016,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
Investment & Precision Castings Ltd,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,Active,X ,10,INE155E01016,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
Informed Technologies India Ltd.,INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,Active,X ,10,INE123E01014,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
"Kaira Can Co. Ltd.,",KAIRA,KAIRA CAN CO.LTD.,Active,X ,10,INE375D01012,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
ORIENT CERATECH LIMITED,ORIENTCER,Orient Ceratech Ltd-$,Active,T ,1,INE569C01020,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
National Standard (India) Limited,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Active,B ,10,INE166R01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
"Rathi Steel & Power Ltd,",RATHIST,RATHI STEEL & POWER LTD.-$,Active,XT,10,INE336C01016,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Duncan Engineering Limited,DUNCANENG,Duncan Engineering Ltd-$,Active,XT,10,INE340F01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Sandur Manganese & Iron Ores Ltd.,",SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,Active,A ,10,INE149K01016,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
Stovec Industries Ltd.,STOVACQ,STOVEC INDUSTRIES LTD.,Active,X ,10,INE755D01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Tinplate Company of India Ltd.,",TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Active,A ,10,INE422C01014,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A ,1,INE149A01033,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
"Welcast Steels Ltd.,",ZWELCAST,WELCAST STEELS LTD.,Active,XT,10,INE380G01015,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
"Western Ministil Ltd.,",WMINIMT,WESTERN MINISTIL LTD.,Active,P ,10,INE187U01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
"Automotive Axles Ltd.,",AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,B ,10,INE449A01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Automobile Corpn. of Goa Ltd.,",ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,Active,X ,10,INE451C01013,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,Active,T ,2,INE878E01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"India Radiators Ltd.,",INRADIA,INDIA RADIATORS LTD.,Active,XT,10,INE461Y01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Scooters India Ltd.,",SCOOTER,SCOOTERS INDIA LTD.,Active,T ,10,INE959E01011,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
"Talbros Automotive Components Ltd.,",TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Active,B ,10,INE187D01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Z.F. Steering Gear (India) Limited,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,Active,X ,10,INE116C01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SML ISUZU LIMITED,SMLISUZU,SML ISUZU LIMITED,Active,B ,10,INE294B01019,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
"TIL Ltd.,",TIL,TIL LTD.,Active,Z ,10,INE806C01018,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
Eicher Motors Ltd.,EICHERMOT,EICHER MOTORS LTD.,Active,A ,1,INE066A01021,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
JAINEX AAMCOL LTD.,JAINEX,JAINEX AAMCOL LTD.,Active,XT,10,INE280F01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Alfred Herbert (India) Ltd.,",ALFREDHE,ALFRED HERBERT (INDIA) LTD.,Active,X ,10,INE782D01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Veljan Denison Limited,VELJAN,Veljan Denison Limited,Active,X ,10,INE232E01013,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Dynamatic Technologies Ltd.,",DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,Active,B ,10,INE221B01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"G.G. Dandekar Machine Works Ltd.,",GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,Active,X ,1,INE631D01026,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
GMM Pfaudler Ltd.,GMM,GMM PFAUDLER LTD.,Active,A ,2,INE541A01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Kirloskar Pneumatic Co.Ltd.,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,Active,A ,2,INE811A01020,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
Tulive Developers Limited,TULIVE,Tulive Developers Limited,Active,XT,10,INE637D01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
KPT INDUSTRIES LIMITED,KPT,KPT Industries Ltd,Active,X ,5,INE731D01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Lakshmi Automatic Loom Works Ltd.,",LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,Active,X ,100,INE718M01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Manugraph India Ltd,MANUGRAPH,MANUGRAPH INDIA LTD.-$,Active,B ,2,INE867A01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Mirch Technologies (India) Ltd,MIRCH,Mirch Technologies (India) Ltd,Active,XT,10,INE098E01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Monotype India Ltd.,",MONOT,MONOTYPE INDIA LTD.,Active,Z ,1,INE811D01024,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Nesco Ltd,NESCO,NESCO LTD.,Active,A ,2,INE317F01035,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Integra Engineering India Ltd.,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,Active,X ,1,INE984B01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Revathi Equipment Ltd.,REVATHI,REVATHI EQUIPMENT LTD.-$,Active,T ,10,INE617A01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
